handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_d7ed0295-0f36-4a7d-8f64-68729448dfaf,PRODUCT,"Ara Kola / Wahoo / Garfish - (𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)",true,"<h2><span style=""font-weight: 700"">Premium Ara kola </span>(Wahoo / Garfish /<span style=""font-weight: 700"">&nbsp;</span>கோலா வஞ்சரம்)</h2><h3><span style=""font-weight: 700"">Product Overview</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>12g – 22g</p></li><li><p><span style=""font-weight: 700"">Serving Size:</span>&nbsp;Slices - (4-8 Pieces), Cubes - (10-16 pcs)  .</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, descaled, and thoroughly cleaned. Available as Whole Cleaned or Curry Cut pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, flaky, and tender with a mild, pleasant seafood flavor.</p></li></ul><p>Loved for its smooth texture, mild flavor, and delicate flaky meat, Ara Kola Fish&nbsp;is a popular coastal seafood choice across South India. Recognized by its sleek silver body and tender flesh, this fish is widely appreciated for its light taste that pairs beautifully with traditional spices and tangy curries. Its soft texture and minimal bones make it suitable for both children and adults, making it a versatile addition to everyday seafood meals. Freshly sourced and hygienically cleaned, our Ara Kola Fish is prepared to bring fresh coastal flavor straight to your kitchen.</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Ara Kola Fish&nbsp;is a healthy seafood option rich in lean protein and essential nutrients.</p><table><tr><td><p>Nutrient</p></td><td><p>Amount</p></td></tr><tr><td><p>Calories</p></td><td><p>100 – 125 kcal</p></td></tr><tr><td><p>Protein</p></td><td><p>19g – 22g</p></td></tr><tr><td><p>Total Fat</p></td><td><p>2g – 4g</p></td></tr><tr><td><p>Omega-3 Fatty Acids</p></td><td><p>Moderate</p></td></tr><tr><td><p>Selenium</p></td><td><p>High</p></td></tr><tr><td><p>Phosphorus</p></td><td><p>Moderate</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Lean Protein Source</h3><p>Provides high-quality protein essential for muscle strength, tissue repair, and daily nutrition.</p><h3>Heart Health Support</h3><p>Contains beneficial Omega-3 fatty acids that help support cardiovascular wellness and overall health.</p><h3>Immunity &amp; Cell Protection</h3><p>Naturally rich in Selenium, an important antioxidant mineral that supports immune function and protects cells from oxidative stress.</p><h3>Bone &amp; Teeth Health</h3><p>Supplies Phosphorus, which works alongside calcium to help maintain strong bones and healthy teeth.</p><h3>Light &amp; Healthy Choice</h3><p>Its moderate calorie and low-fat content make it an excellent option for balanced, nutritious meals.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Ara Kola Fish&nbsp;is perfect for traditional South Indian fish fry and light tamarind-based curries. Its delicate flesh absorbs marinades beautifully, especially blends made with chili powder, turmeric, garlic, and curry leaves. For the best texture, pan-fry on medium heat until the outer layer turns crisp while the inside remains juicy and flaky. It also works wonderfully in thin coconut milk curries where its mild flavor can shine without being overpowered.</p>",fishes,fishes,,,,,,,,,,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices;Cubes,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d7ed0295-0f36-4a7d-8f64-68729448dfaf,VARIANT,,true,,,,,,,,400,799,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d7ed0295-0f36-4a7d-8f64-68729448dfaf,VARIANT,,true,,,,,,,,400,799,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d7ed0295-0f36-4a7d-8f64-68729448dfaf,MEDIA,,,,,,ebf235_b8400d165a4a4f17b5e3dce7640128a7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d7ed0295-0f36-4a7d-8f64-68729448dfaf,MEDIA,,,,,,ebf235_61a075ddad784a879d9bb585cad22a7a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,PRODUCT,"Leather Jacket - (𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)",true,"<h1><span style=""font-weight: 700"">Premium Leather Jacket Fish</span>(தோல் கிளாத்தி / செருப்பு மீன்)</h1><h2><span style=""font-weight: 700"">Product Overview</span></h2><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>20g – 22g</p></li><li><p><span style=""font-weight: 700"">Serving Size:</span>&nbsp;. Slices (N: 500g, G: 750g) 7-15 Pieces | Cubes (N: 500g, G: 750g)10-16 Pieces | </p><p> Fillet Boneless (N: 350 - 400g , G: 750)</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, cleaned thoroughly, and professionally prepared. Available as Skinless Curry Cut or Whole Cleaned pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Firm, flaky, and juicy with a mild yet rich seafood flavor.</p></li></ul><p>Known for its unique skin texture, firm flesh, and rich coastal flavor, Leather Jacket Fish&nbsp;is a highly valued seafood variety enjoyed across South Indian coastal regions. This fish gets its name from its tough, leathery outer skin, while the meat inside remains tender, mildly sweet, and deliciously flaky. Its clean taste and meaty texture make it a versatile choice for fries, curries, and grilled seafood dishes. Freshly sourced and hygienically cleaned, our Leather Jacket Fish is prepared to bring authentic sea-fresh flavor straight to your kitchen.</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Leather Jacket Fish&nbsp;is a nutritious seafood option packed with lean protein and essential minerals.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p>Amount</p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>95 – 120 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>20g – 22g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>2g – 4g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Moderate</p></td></tr><tr><td><p><span style=""font-weight: 700"">Potassium</span></p></td><td><p>Moderate</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin B12</span></p></td><td><p>High</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Lean Protein Source</h3><p>Rich in high-quality protein that supports muscle maintenance, recovery, and overall body strength.</p><h3>Heart &amp; Brain Wellness</h3><p>Contains beneficial Omega-3 fatty acids that contribute to cardiovascular and cognitive health.</p><h3>Energy Support</h3><p>Naturally high in Vitamin B12, helping support healthy nerve function and energy production.</p><h3>Light Yet Filling</h3><p>Low in fat while still offering a satisfying, meaty texture ideal for balanced meals.</p><h3>Versatile Seafood Choice</h3><p>Its firm flesh holds shape well during cooking, making it suitable for a wide variety of traditional and modern seafood dishes.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Leather Jacket Fish&nbsp;is excellent for spicy South Indian fish fry and pepper-based coastal curries. Its firm texture absorbs marinades beautifully without breaking apart during cooking. For best results, marinate with turmeric, chili powder, black pepper, ginger-garlic paste, and lemon juice before shallow frying until golden and crisp. It also works wonderfully in smoky grilled preparations served with fresh herbs and lime.</p>",fishes,fishes,,,,,,,,,,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices;Fillet;Cubes,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,VARIANT,,true,,,,,,,,500,799,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,VARIANT,,true,,,,,,,,550,799,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Fillet,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,VARIANT,,true,,,,,,,,500,799,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,MEDIA,,,,,,ebf235_c25a5f3244ee4bc48ddf31c16c22a97b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,MEDIA,,,,,,ebf235_9d70cd9b6fc143d6b241f9e335e3224f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3f3b229d-41c5-4a9a-b121-4e3655860203,MEDIA,,,,,,ebf235_d97ff2d4cb6a439ea397c74988da9d0c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,PRODUCT,"Thenga Paarai / Coconut Trevally - (𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)",true,"<h2><span style=""font-weight: 700"">Fresh Thenga Paarai </span>(Coconut Trevally / தேங்காய் பாறை)</h2><h2><span style=""font-weight: 700"">Product Overview</span></h2><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>20g – 24g</p></li><li><p><span style=""font-weight: 700"">Serving Size:</span>&nbsp;<span style=""font-weight: 700"">L - Slice</span> 5-9 Pieces | <span style=""font-weight: 700"">L - Cubes</span> 10-16 Pieces | <span style=""font-weight: 700"">M - Slice</span>  6-10 pcs</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, descaled, and hygienically cleaned. Available as Whole Cleaned, Steak Cut, or Curry Cut pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Firm, moderately meaty, and flaky with a rich savory flavor profile.</p></li></ul><p>Loved for its firm texture, rich taste, and versatile cooking style, Thenga Paarai Fish&nbsp;is a well-known coastal seafood favorite across South India. Recognized for its silvery body and flavorful meat, this fish offers a satisfying balance of tenderness and meaty bite. Its naturally rich flavor pairs exceptionally well with bold South Indian spices, making it ideal for fish fry, grilled preparations, and spicy curries. Freshly sourced and carefully cleaned, our Thenga Paarai Fish is ready to bring authentic coastal freshness to your home-cooked meals.</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Thenga Paarai Fish&nbsp;is a nutritious seafood choice packed with lean protein and essential minerals.</p><table><tr><td><p>Nutrient</p></td><td><p>Amount</p></td></tr><tr><td><p>Calories</p></td><td><p>105 – 135 kcal</p></td></tr><tr><td><p>Protein</p></td><td><p>20g – 24g</p></td></tr><tr><td><p>Total Fat</p></td><td><p>3g – 5g</p></td></tr><tr><td><p>Omega-3 Fatty Acids</p></td><td><p>Moderate</p></td></tr><tr><td><p>Potassium</p></td><td><p>High</p></td></tr><tr><td><p>Vitamin B12</p></td><td><p>Moderate to High</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Lean Protein Support</h3><p>An excellent source of high-quality protein that supports muscle health, recovery, and daily nutrition.</p><h3>Heart Health Benefits</h3><p>Contains beneficial Omega-3 fatty acids that contribute to cardiovascular wellness and overall health.</p><h3>Energy &amp; Nerve Function</h3><p>Naturally provides Vitamin B12, which helps support healthy nerve function and energy production.</p><h3>Mineral-Rich Nutrition</h3><p>Rich in Potassium, helping support muscle function and maintain healthy fluid balance in the body.</p><h3>Satisfying Seafood Choice</h3><p>Its meaty texture and rich flavor make it a filling and wholesome option for seafood lovers.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Thenga Paarai Fish&nbsp;is best enjoyed as a spicy fish fry or thick coastal-style curry. Its firm flesh absorbs marinades exceptionally well without breaking apart during cooking. Marinate with red chili powder, turmeric, black pepper, ginger-garlic paste, and lemon juice before shallow frying for a crispy outer layer and juicy interior. It also performs beautifully in roasted and grilled seafood preparations with smoky spices and curry leaves.</p>",fishes,fishes,,,,,,,,,,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices;Cubes,Size,TEXT_CHOICES,Large;Medium,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,VARIANT,,true,,,,,,,,550,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,VARIANT,,true,,,,,,,,500,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Size,TEXT_CHOICES,Medium,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,VARIANT,,true,,,,,,,,550,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,VARIANT,,false,,,,,,,,550,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Size,TEXT_CHOICES,Medium,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,MEDIA,,,,,,ebf235_8e338b9dc7b84a2995284ff6ee03e0e7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,MEDIA,,,,,,ebf235_19199ba4b6d6405cb48b0417b778f217~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_218c21c6-c508-4740-8072-9c5bf09f19d8,MEDIA,,,,,,ebf235_5758b1198d634c0c9fd79576b0c4c579~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0816b81e-a472-4756-8f90-fe953c99a31c,PRODUCT,"Kannadi Paarai / Musal paarai - (𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)",true,"<h2><span style=""font-weight: 700"">Fresh Kannadi Paarai </span>(Musal paarai&nbsp;/ Diamond Trevally / கண்ணாடிப் பாறை)</h2><p>.</p><h2><span style=""font-weight: 700"">Product Overview</span></h2><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 21g</p></li><li><p><span style=""font-weight: 700"">Serving Size: M - Slice</span>  5-9 Pieces |<span style=""font-weight: 700""> M - Cubes</span> 10-16 Pieces</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, descaled, and thoroughly cleaned. Available as Whole Cleaned or Curry Cut pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, flaky, and tender with a mild, clean seafood flavor.</p></li></ul><p>Known for its shiny silver appearance and delicate, flavorful meat, Kannadi Paara Fish&nbsp;is a cherished coastal seafood variety enjoyed across South India. The name “Kannadi,” meaning “mirror,” comes from its glossy, reflective skin that gives the fish its striking appearance. Loved for its soft texture and mild taste, this fish is ideal for light curries, crispy fish fry, and comforting homemade seafood dishes. Freshly sourced and hygienically cleaned, our Kannadi Paara Fish brings authentic sea-fresh flavor straight to your kitchen</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Kannadi Paara Fish&nbsp;is a nutritious seafood option rich in lean protein and essential nutrients.</p><table><tr><td><p>Nutrient</p></td><td><p>Amount</p></td></tr><tr><td><p>Calories</p></td><td><p>95 – 120 kcal</p></td></tr><tr><td><p>Protein</p></td><td><p>18g – 21g</p></td></tr><tr><td><p>Total Fat</p></td><td><p>2g – 4g</p></td></tr><tr><td><p>Omega-3 Fatty Acids</p></td><td><p>Moderate</p></td></tr><tr><td><p>Calcium</p></td><td><p>Moderate</p></td></tr><tr><td><p>Selenium</p></td><td><p>Moderate</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Lean &amp; Healthy Protein</h3><p>Provides high-quality protein essential for muscle maintenance, repair, and overall wellness.</p><h3>Heart-Friendly Nutrition</h3><p>Contains beneficial Omega-3 fatty acids that help support cardiovascular health.</p><h3>Bone Support</h3><p>Naturally contains Calcium and other essential minerals that contribute to healthy bones and teeth.</p><h3>Light &amp; Easy to Digest</h3><p>Its soft texture and mild flavor make it a suitable seafood choice for all age groups.</p><h3>Balanced Everyday Seafood</h3><p>Low in fat while still being flavorful and satisfying for wholesome daily meals.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Kannadi Paara Fish&nbsp;is especially delicious when prepared as a crispy shallow fry with chili, turmeric, and pepper-based marinades. Its delicate flesh also works beautifully in light tamarind or coconut-based curries where the subtle seafood flavor can truly shine. Since the meat is tender, cook gently over medium heat to keep the pieces intact and juicy.</p>",fishes,fishes,,,,,,,,,,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices;Cubes,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0816b81e-a472-4756-8f90-fe953c99a31c,VARIANT,,true,,,,,,,,475,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0816b81e-a472-4756-8f90-fe953c99a31c,VARIANT,,true,,,,,,,,475,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0816b81e-a472-4756-8f90-fe953c99a31c,MEDIA,,,,,,ebf235_e4eb1e652d734859879a334bf6f524ae~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a544bc46-c6d4-40c4-95f2-1006bcd456bf,PRODUCT,"Parla Fish / Mahi-mahi - (𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)",true,"<h2><span style=""font-weight: 700"">Fresh Parla fish </span>(Mahi-mahi /<span style=""font-weight: 700"">&nbsp;</span>Dolphin fish<span style=""font-weight: 700"">&nbsp;</span>/பர்லா மீன்)</h2><h3><span style=""font-weight: 700"">Product Overview</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 19g</p></li><li><p><span style=""font-weight: 700"">Serving Size:</span>&nbsp;Slices 5-9 Pieces | Cubes 10-16 Pieces | Fillet Boneless (6-10 pcs) | Finger cut Boneless(20-40 pcs) </p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, descaled, and thoroughly cleaned. Available as Whole Cleaned or Curry Cut pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, juicy, and moderately oily with a rich seafood flavor profile.</p></li></ul><p>Widely loved for its bold flavor, rich oil content, and tender meat, Parla Fish&nbsp;is a staple seafood favorite across South Indian coastal kitchens. Recognized for its silvery body and naturally flavorful flesh, this fish is especially popular in spicy curries and traditional fish fry preparations. Its juicy texture and rich taste make it highly satisfying, while its nutritional value makes it a wholesome choice for everyday seafood meals. Freshly sourced and hygienically cleaned, our Parla Fish is ready to bring authentic coastal flavor to your table.</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Parla Fish&nbsp;is a highly nutritious seafood choice rich in healthy fats, protein, and essential vitamins.</p><table><tr><td><p>Nutrient</p></td><td><p>Amount</p></td></tr><tr><td><p>Calories</p></td><td><p>140 – 180 kcal</p></td></tr><tr><td><p>Protein</p></td><td><p>19g – 22g</p></td></tr><tr><td><p>Total Fat</p></td><td><p>7g – 11g</p></td></tr><tr><td><p>Omega-3 Fatty Acids</p></td><td><p>High</p></td></tr><tr><td><p>Vitamin D</p></td><td><p>High</p></td></tr><tr><td><p>Vitamin B12</p></td><td><p>High</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Rich in Omega-3</h3><p>Packed with heart-friendly Omega-3 fatty acids that help support cardiovascular and brain health.</p><h3>High-Quality Protein</h3><p>Provides excellent protein essential for muscle maintenance, body repair, and daily nutrition.</p><h3>Bone &amp; Immunity Support</h3><p>Naturally rich in Vitamin D, which helps strengthen bones and supports immune health.</p><h3>Energy &amp; Nerve Health</h3><p>Contains high levels of Vitamin B12 that contribute to healthy nerve function and energy production.</p><h3>Flavorful &amp; Filling</h3><p>Its naturally rich and oily texture makes it a deeply satisfying seafood option for wholesome meals.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Parla Fish&nbsp;is best enjoyed in spicy tamarind-based curries and crispy coastal-style fish fry. Its rich flesh absorbs masalas beautifully, especially marinades made with chili powder, turmeric, garlic, and black pepper. Shallow fry until golden and crisp for maximum flavor, or simmer gently in traditional fish kuzhambu for a deeply aromatic coastal meal.</p>",fishes,fishes,,,,,,,,,,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices;Fillet;Cubes;Fillet Boneless,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a544bc46-c6d4-40c4-95f2-1006bcd456bf,VARIANT,,true,,,,,,,,550,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Slices,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a544bc46-c6d4-40c4-95f2-1006bcd456bf,VARIANT,,true,,,,,,,,600,999,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Fillet,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a544bc46-c6d4-40c4-95f2-1006bcd456bf,VARIANT,,true,,,,,,,,550,699,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Cubes,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a544bc46-c6d4-40c4-95f2-1006bcd456bf,VARIANT,,true,,,,,,,,600,999,,IN_STOCK,false,,,,,,,,,,Cutting style:,TEXT_CHOICES,Fillet Boneless,Size,TEXT_CHOICES,Large,Weight,TEXT_CHOICES,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
